"Keyword","Avg. Search Volume (Last Known Values)","Avg. Search Volume (Last 12 months)","Avg. Search Volume (Last 6 months)","Avg. Search Volume (Last 3 months)","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"женщина весы мужчина рак",210,200,200,180,"Anywhere","",0,"",-34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,390,480,480,390,480,480,390,480,480,390,480,390,320,480,480,480,480,390,390,390,390,390,390,320,320,320,320,320,320,320,320,320,260,260,260,210,210,210,210,210,260,210,210,210,170,170
"женщина весы мужчина скорпион",270,270,260,270,"Anywhere","",0,"",-6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,480,480,480,480,480,590,480,590,590,480,590,480,480,390,480,390,590,390,390,480,480,390,390,390,320,390,390,320,390,320,320,320,320,320,320,260,320,260,320,260,260,260,260,320,320,170
"женщина весы мужчина стрелец",190,190,190,190,"Anywhere","",0,"",-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,320,390,390,480,480,390,390,390,390,390,390,260,320,260,260,260,320,320,320,320,260,320,390,260,260,320,260,260,260,260,210,260,260,260,210,170,210,210,210,210,210,170,170,210,210,170
"женщина водолей мужчина близнецы",210,200,170,160,"Anywhere","",0,"",-43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,390,480,480,480,480,480,480,590,590,480,480,480,390,390,390,390,320,320,390,390,320,320,320,390,390,390,390,320,320,320,390,320,320,260,260,320,260,260,260,210,140,210,210,170,170,170,140
"женщина водолей мужчина весы",200,190,170,150,"Anywhere","",0,"",-42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,480,480,480,480,480,480,390,480,390,390,480,390,320,320,320,390,320,390,320,320,320,320,480,320,390,320,320,320,320,320,320,320,260,210,260,260,260,170,210,210,210,170,210,170,140,140
"женщина водолей мужчина козерог",190,180,160,150,"Anywhere","",0,"",-46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,320,390,480,480,480,480,480,480,480,390,390,480,320,320,320,320,260,320,320,320,390,390,390,480,320,320,320,320,260,320,320,260,320,260,210,320,260,260,170,210,170,210,170,140,140,170,140
"женщина водолей мужчина лев",250,240,220,210,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,590,590,590,590,590,590,720,590,590,480,480,590,480,480,480,480,480,590,480,480,480,590,480,590,480,480,480,480,480,390,480,390,390,320,260,320,320,320,210,260,260,260,260,210,210,260,170
"женщина водолей мужчина рак",290,280,250,220,"Anywhere","",0,"",-42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",880,720,720,590,720,590,720,720,480,720,720,590,720,590,480,480,480,590,590,720,480,590,590,480,480,480,390,480,390,390,480,480,390,480,390,390,390,390,320,320,260,320,320,260,260,210,260,210
"женщина водолей мужчина рыбы",240,230,210,180,"Anywhere","",0,"",-39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,390,390,390,390,390,480,390,390,390,390,390,390,320,320,390,390,390,390,390,390,390,390,480,390,480,390,390,320,390,390,320,320,320,390,390,260,320,260,210,210,260,260,210,170,210,170
"женщина водолей мужчина скорпион",310,300,300,300,"Anywhere","",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","320","320","320","390","390","320","390","390","320","480","390","390","390","480","480","480","590","480","590","590","590","590","480","480","480","480","480","590","480","480","590","","","","","","","","","","","","","","","","","","","","","","","","","","",720,590,590,590,590,590,720,720,590,720,720,590,720,480,590,480,480,390,590,480,480,480,480,480,590,480,480,480,390,390,390,390,390,390,320,320,390,320,320,260,320,320,320,320,260,320,320,260
"женщина водолей мужчина стрелец",200,180,170,170,"Anywhere","",0,"",-25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,390,390,320,390,480,390,480,390,390,390,480,480,320,320,320,320,320,320,390,320,320,320,320,390,390,320,320,320,260,320,260,260,260,210,260,320,210,210,210,210,170,210,170,170,210,170,140
"женщина дева мужчина скорпион",210,200,200,190,"Anywhere","",0,"",-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,480,390,390,390,480,480,590,390,390,320,390,390,390,390,390,390,390,390,390,390,320,320,480,390,390,260,320,210,260,260,260,260,260,260,260,260,210,210,210,170,210,210,210,210,210,170
"женщина козерог мужчина близнецы",250,240,220,190,"Anywhere","",0,"",-39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,390,480,480,590,480,480,480,480,480,390,480,590,390,390,390,390,480,390,390,390,390,390,390,480,320,390,320,390,390,390,320,390,320,320,320,320,260,320,260,260,260,260,260,210,210,210,170
"женщина козерог мужчина весы",210,200,200,180,"Anywhere","",0,"",-34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,320,390,390,390,390,390,390,390,480,390,390,390,320,390,320,390,320,320,320,320,390,390,320,390,320,320,260,320,320,320,320,320,320,260,320,260,210,210,210,210,210,210,260,210,210,170,170
"женщина козерог мужчина дева",160,150,140,130,"Anywhere","",0,"",-42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,320,320,320,320,390,390,480,390,390,390,320,390,320,320,320,320,260,320,320,320,320,210,260,320,320,320,260,260,320,260,260,210,260,260,210,260,140,170,210,170,170,170,170,140,140,140,110
"женщина козерог мужчина лев",200,190,180,160,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","480","320","390","320","320","320","390","390","390","390","320","320","390","260","320","","","","","","","","","","","","","320","390","390","480","480","390","390","480","480","590","480","480","480","480","480","480","480","480","480","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,390,390,480,390,390,480,390,390,390,390,480,320,320,320,320,320,390,260,320,320,320,320,390,320,260,320,320,320,320,320,260,320,260,260,260,210,210,210,210,210,210,210,210,170,140,170
"женщина козерог мужчина овен",190,190,170,170,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,390,390,390,320,390,390,390,320,390,320,390,320,320,320,260,260,320,320,320,320,320,320,390,320,260,320,320,320,320,260,260,260,260,260,260,260,210,210,210,170,170,210,170,140,170,210
"женщина козерог мужчина рак",260,250,230,220,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,480,590,590,590,590,590,720,590,590,590,480,590,480,480,480,480,480,590,480,480,480,480,480,590,390,390,390,480,390,590,480,390,390,320,320,390,260,320,260,260,320,260,260,210,260,210,210
"женщина козерог мужчина рыбы",220,220,190,180,"Anywhere","",0,"",-30,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,390,390,390,320,390,480,390,390,320,390,480,320,320,320,320,320,320,390,320,320,320,320,320,320,320,320,260,320,320,320,320,260,260,260,260,260,260,210,260,260,210,210,210,170,210,170
"женщина козерог мужчина телец",200,190,160,160,"Anywhere","",0,"",-50,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,390,390,480,320,480,390,480,390,320,390,480,320,320,320,320,320,390,390,320,320,320,390,390,390,390,320,320,320,320,320,320,320,260,260,260,260,210,210,260,210,210,170,140,170,140,170
"женщина лев",2300,2200,2200,1900,"Anywhere","0.01",0,"",-34,"","","","","","","","","","","","","","4400","3600","3600","3600","3600","3600","4400","4400","4400","3600","3600","3600","4400","3600","3600","","","","","","","","","","","","","3600","3600","3600","4400","4400","3600","3600","3600","3600","4400","3600","3600","3600","3600","3600","4400","4400","3600","","","","4400","3600","3600","3600","3600","3600","4400","4400","3600","3600","3600","3600","","","","","","","","","","","","",3600,2900,2900,2900,3600,2900,4400,3600,2900,3600,3600,3600,3600,3600,3600,3600,3600,2900,3600,3600,2900,2900,3600,2900,3600,3600,3600,2900,3600,2900,3600,3600,2900,2900,2900,2900,2900,2400,2400,2400,1900,2400,2900,2900,1900,1900,1900,1900
"женщина лев мужчина близнецы",240,230,200,180,"Anywhere","",0,"",-47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,480,590,590,590,480,480,480,480,480,390,590,390,480,480,480,390,480,480,480,390,480,390,590,390,390,390,390,390,390,390,320,390,320,320,390,260,260,260,260,260,260,260,170,170,210,170
"женщина лев мужчина весы",300,290,280,260,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","","","","320","480","480","480","480","590","480","480","480","480","480","480","","","","","","","","","","","","","480","480","590","590","590","590","720","590","720","720","590","590","590","720","720","720","720","720","880","","","","","","","","","","","","","","","","","","","","","","","","","","",720,480,480,590,480,590,590,590,590,590,590,480,590,480,480,480,480,480,480,480,480,480,480,390,480,480,480,480,480,480,480,480,480,390,390,390,390,320,320,320,260,320,320,320,260,320,260,210
"женщина лев мужчина водолей",310,310,290,260,"Anywhere","",0,"",-42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","390","480","390","480","480","390","480","480","390","590","480","590","480","590","480","590","590","480","590","590","590","880","590","590","590","590","720","720","720","590","720","","","","","","","","","","","","","","","","","","","","","","","","","","",880,590,720,590,720,590,720,720,590,590,590,590,720,590,590,590,480,590,590,590,590,590,480,590,720,590,590,590,480,480,480,480,480,480,390,390,390,390,390,320,320,260,320,390,260,260,260,260
"женщина лев мужчина овен",210,200,170,160,"Anywhere","",0,"",-39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,480,390,480,390,480,480,320,390,390,390,480,390,390,390,320,320,320,480,390,390,320,390,390,320,390,480,320,320,390,390,260,320,260,260,320,210,260,260,210,210,210,210,170,170,170,140
"женщина лев мужчина рак",220,210,180,170,"Anywhere","",0,"",-47,"","","","","","","","","","","","","","","","","390","390","480","480","480","480","480","480","390","590","390","320","","","","","","","","","","","","","480","480","480","590","590","480","590","480","480","590","480","590","480","590","590","590","590","480","590","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,480,480,480,480,590,480,390,480,480,390,480,390,390,390,390,390,390,480,390,390,320,390,480,390,390,480,390,390,390,390,320,390,320,320,320,260,260,260,210,260,210,210,170,210,170,140
"женщина лев мужчина рыбы",260,250,220,210,"Anywhere","",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,390,390,390,480,390,480,590,390,390,390,390,480,390,390,390,320,390,390,390,390,390,390,320,480,390,390,390,390,390,320,320,320,320,320,320,320,320,320,320,260,210,260,260,210,260,210,170
"женщина лев мужчина скорпион",440,430,400,360,"Anywhere","",0,"",-34,"","","","","","","","","","","","","","","","","590","590","480","590","590","590","590","590","590","720","480","590","","","","","","","","","","","","","590","590","720","720","880","720","720","720","880","880","720","720","720","720","720","880","880","720","880","","","","","","","","","","","","","","","","","","","","","","","","","","",880,590,720,720,720,720,720,880,880,720,720,590,720,720,720,720,590,720,720,720,720,720,720,590,720,720,590,590,590,480,720,590,590,590,590,480,590,480,480,480,480,390,480,480,390,390,390,320
"женщина лев совместимость",130,120,100,90,"Anywhere","",0,"",-54,"","","","","","","","","","","","","","210","210","170","170","210","170","260","260","210","210","210","170","170","170","170","","","","","","","","","","","","","210","210","210","170","260","170","210","260","260","320","260","320","320","320","320","320","390","390","480","","","","","","","","","","","","","","","","","","","","","","","","","","",590,390,480,390,480,390,480,480,390,480,390,390,480,320,320,320,210,320,320,260,260,260,260,210,260,210,260,210,210,210,320,260,210,210,210,170,210,170,170,140,140,110,170,110,90,110,90,70
